================================================================================
EPOCH OPTIONS ANALYSIS WORKSHEET REPORT
Generated for Claude AI Review
================================================================================
Report Generated: 2026-01-01 13:54:55
Workbook: epoch_v1.xlsm
Worksheet: options_analysis
Schema: v1.0 (22 columns, A-V)

PURPOSE: This report contains options analysis data comparing
options performance to underlying equity trades for each backtest trade.

STRUCTURE: 1 row per trade with options P&L and R-multiple comparison.
================================================================================

SUMMARY STATISTICS
----------------------------------------
Total Trades:          136
Successful:            136
Failed (No Data):      0

P&L METRICS (Successful Trades Only):
  Total P&L:           $7,407.00
  Avg P&L:             $54.46
  Avg Return:          9.4%

R-MULTIPLE METRICS:
  Total Options R:     +54.06R
  Avg Options R:       +0.40R
  Best Options R:      +3.47R
  Worst Options R:     -0.57R
  Avg Underlying R:    +0.62R
  Avg R Multiplier:    0.89x

WIN/LOSS ANALYSIS:
  Wins:                88
  Losses:              48
  Win Rate:            64.7%
  Outperformed Equity: 16/136

DIRECTION BREAKDOWN:
  LONG: 89 trades, +0.48R avg, 74% win
  SHORT: 47 trades, +0.25R avg, 47% win

CONTRACT TYPE BREAKDOWN:
  CALL: 89 trades, +0.48R avg, 74% win
  PUT: 47 trades, +0.25R avg, 47% win

STATUS BREAKDOWN:
  SUCCESS: 136

RAW DATA
----------------------------------------
|Trade_ID|Ticker|Direction|Entry_Date|Entry_Time|Entry_Price|Options_Ticker|Strike|Expiration|Contract_Type|Option_Entry_Price|Option_Entry_Time|Option_Exit_Price|Option_Exit_Time|PnL_Dollars|PnL_Percent|Option_R|Net_Return|Underlying_R|R_Multiplier|Win|Status|
|AMD_121925_EPCH2_0932|AMD|LONG|2025-12-19 00:00:00|0.3976|206.35|O:AMD260102C00205000|205.0000|2026-01-02 00:00:00|CALL|7.67|0.3976|12.62|0.6597|495|0.6454|3.0556|0.6454|4.6728|0.6539|1.0000|SUCCESS|
|AMD_121925_EPCH2_0933|AMD|LONG|2025-12-19 00:00:00|0.3979|206.3514|O:AMD260102C00205000|205.0000|2026-01-02 00:00:00|CALL|7.52|0.3979|12.62|0.6597|510|0.6782|3.1454|0.6782|4.6679|0.6738|1.0000|SUCCESS|
|AMD_121925_EPCH2_0934|AMD|LONG|2025-12-19 00:00:00|0.3991|206.2245|O:AMD260102C00205000|205.0000|2026-01-02 00:00:00|CALL|7.43|0.3991|12.62|0.6597|519|0.6985|3.4727|0.6985|5.1492|0.6744|1.0000|SUCCESS|
|AMD_121925_EPCH2_0935|AMD|LONG|2025-12-19 00:00:00|0.3995|206.5999|O:AMD260102C00205000|205.0000|2026-01-02 00:00:00|CALL|7.43|0.3995|12.62|0.6597|519|0.6985|2.7755|0.6985|3.9147|0.7090|1.0000|SUCCESS|
|AMD_121925_EPCH2_0938|AMD|LONG|2025-12-19 00:00:00|0.4017|206.65|O:AMD260102C00205000|205.0000|2026-01-02 00:00:00|CALL|7.85|0.4017|12.62|0.6597|477|0.6076|2.4844|0.6076|3.7865|0.6561|1.0000|SUCCESS|
|AVGO_121925_EPCH4_0930|AVGO|SHORT|2025-12-19 00:00:00|0.3958|334.38|O:AVGO260102P00335000|335.0000|2026-01-02 00:00:00|PUT|10.39|0.3958|9.08|0.3993|-131|-0.1261|-0.5078|-0.1261|-1.0000|0.5078|0.0000|SUCCESS|
|AVGO_121925_EPCH3_0932|AVGO|LONG|2025-12-19 00:00:00|0.3974|337.28|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.58|0.3974|10.7|0.3993|12|0.0113|0.0423|0.0113|-1.0000|-0.0423|0.0000|SUCCESS|
|AVGO_121925_EPCH4_0932|AVGO|LONG|2025-12-19 00:00:00|0.3976|337.22|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.58|0.3976|10.7|0.3993|12|0.0113|0.0432|0.0113|-1.0000|-0.0432|0.0000|SUCCESS|
|AVGO_121925_EPCH4_0932|AVGO|LONG|2025-12-19 00:00:00|0.3977|337.115|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.8|0.3977|10.7|0.3993|-10|-0.0093|-0.0374|-0.0093|-1.0000|0.0374|0.0000|SUCCESS|
|AVGO_121925_EPCH4_0933|AVGO|LONG|2025-12-19 00:00:00|0.3981|337.17|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.95|0.3981|10.7|0.3993|-25|-0.0228|-0.0916|-0.0228|-1.0000|0.0916|0.0000|SUCCESS|
|AVGO_121925_EPCH4_0935|AVGO|LONG|2025-12-19 00:00:00|0.3997|337.01|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.7|0.3997|9.8|0.4514|-90|-0.0841|-0.3502|-0.0841|-1.0000|0.3502|0.0000|SUCCESS|
|AVGO_121925_EPCH4_0936|AVGO|LONG|2025-12-19 00:00:00|0.4002|337.105|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.5|0.4002|9.8|0.4514|-70|-0.0667|-0.2627|-0.0667|-1.0000|0.2627|0.0000|SUCCESS|
|AVGO_121925_EPCH4_0943|AVGO|LONG|2025-12-19 00:00:00|0.4049|337.08|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.9|0.4049|9.8|0.4514|-110|-0.1009|-0.4167|-0.1009|-1.0000|0.4167|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1028|AVGO|LONG|2025-12-19 00:00:00|0.4361|337.02|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.9|0.4361|9.8|0.4514|-110|-0.1009|-0.4264|-0.1009|-1.0000|0.4264|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1029|AVGO|LONG|2025-12-19 00:00:00|0.4368|337.15|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.9|0.4368|9.8|0.4514|-110|-0.1009|-0.4059|-0.1009|-1.0000|0.4059|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1030|AVGO|LONG|2025-12-19 00:00:00|0.4375|336.9601|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.9|0.4375|9.8|0.4514|-110|-0.1009|-0.4365|-0.1009|-1.0000|0.4365|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1031|AVGO|LONG|2025-12-19 00:00:00|0.4387|337.0543|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.9|0.4387|9.8|0.4514|-110|-0.1009|-0.4208|-0.1009|-1.0000|0.4208|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1032|AVGO|LONG|2025-12-19 00:00:00|0.4389|337.095|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.9|0.4389|9.8|0.4514|-110|-0.1009|-0.4143|-0.1009|-1.0000|0.4143|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1035|AVGO|LONG|2025-12-19 00:00:00|0.4410|337.16|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.9|0.4410|9.8|0.4514|-110|-0.1009|-0.4044|-0.1009|-1.0000|0.4044|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1037|AVGO|LONG|2025-12-19 00:00:00|0.4429|336.92|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.6|0.4429|9.8|0.4514|-80|-0.0755|-0.3226|-0.0755|-1.0000|0.3226|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1038|AVGO|LONG|2025-12-19 00:00:00|0.4431|337.045|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.6|0.4431|9.8|0.4514|-80|-0.0755|-0.3071|-0.0755|-1.0000|0.3071|0.0000|SUCCESS|
|AVGO_121925_EPCH3_1052|AVGO|SHORT|2025-12-19 00:00:00|0.4531|334.45|O:AVGO260102P00335000|335.0000|2026-01-02 00:00:00|PUT|9.67|0.4531|9.08|0.5382|-59|-0.0610|-0.2351|-0.0610|-1.0000|0.2351|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1056|AVGO|SHORT|2025-12-19 00:00:00|0.4559|334.455|O:AVGO260102P00335000|335.0000|2026-01-02 00:00:00|PUT|9.9|0.4559|9.08|0.5382|-82|-0.0828|-0.3273|-0.0828|-1.0000|0.3273|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1100|AVGO|SHORT|2025-12-19 00:00:00|0.4583|334.27|O:AVGO260102P00335000|335.0000|2026-01-02 00:00:00|PUT|9.86|0.4583|9.08|0.5382|-78|-0.0791|-0.2900|-0.0791|-1.0000|0.2900|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1114|AVGO|SHORT|2025-12-19 00:00:00|0.4686|334.46|O:AVGO260102P00335000|335.0000|2026-01-02 00:00:00|PUT|9.58|0.4686|9.08|0.5382|-50|-0.0522|-0.2000|-0.0522|-1.0000|0.2000|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1115|AVGO|SHORT|2025-12-19 00:00:00|0.4688|334.34|O:AVGO260102P00335000|335.0000|2026-01-02 00:00:00|PUT|9.58|0.4688|9.08|0.5382|-50|-0.0522|-0.1908|-0.0522|-1.0000|0.1908|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1140|AVGO|SHORT|2025-12-19 00:00:00|0.4861|334.42|O:AVGO260102P00335000|335.0000|2026-01-02 00:00:00|PUT|9.94|0.4861|9.08|0.5382|-86|-0.0865|-0.3386|-0.0865|-1.0000|0.3386|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1140|AVGO|SHORT|2025-12-19 00:00:00|0.4863|334.45|O:AVGO260102P00335000|335.0000|2026-01-02 00:00:00|PUT|9.94|0.4863|9.08|0.5382|-86|-0.0865|-0.3426|-0.0865|-1.0000|0.3426|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1142|AVGO|SHORT|2025-12-19 00:00:00|0.4875|334.31|O:AVGO260102P00335000|335.0000|2026-01-02 00:00:00|PUT|10.52|0.4875|9.08|0.5382|-144|-0.1369|-0.5434|-0.1369|-1.0000|0.5434|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1203|AVGO|SHORT|2025-12-19 00:00:00|0.5023|334.4601|O:AVGO260102P00335000|335.0000|2026-01-02 00:00:00|PUT|10.1|0.5023|9.08|0.5382|-102|-0.1010|-0.4080|-0.1010|-1.0000|0.4080|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1203|AVGO|SHORT|2025-12-19 00:00:00|0.5024|334.305|O:AVGO260102P00335000|335.0000|2026-01-02 00:00:00|PUT|10.1|0.5024|9.08|0.5382|-102|-0.1010|-0.3842|-0.1010|-1.0000|0.3842|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1206|AVGO|SHORT|2025-12-19 00:00:00|0.5042|334.45|O:AVGO260102P00335000|335.0000|2026-01-02 00:00:00|PUT|10.1|0.5042|9.08|0.5382|-102|-0.1010|-0.4064|-0.1010|-1.0000|0.4064|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1209|AVGO|SHORT|2025-12-19 00:00:00|0.5066|334.4051|O:AVGO260102P00335000|335.0000|2026-01-02 00:00:00|PUT|10|0.5066|9.08|0.5382|-92|-0.0920|-0.3601|-0.0920|-1.0000|0.3601|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1209|AVGO|SHORT|2025-12-19 00:00:00|0.5068|334.4|O:AVGO260102P00335000|335.0000|2026-01-02 00:00:00|PUT|10|0.5068|9.08|0.5382|-92|-0.0920|-0.3594|-0.0920|-1.0000|0.3594|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1210|AVGO|SHORT|2025-12-19 00:00:00|0.5071|334.38|O:AVGO260102P00335000|335.0000|2026-01-02 00:00:00|PUT|10|0.5071|9.08|0.5382|-92|-0.0920|-0.3566|-0.0920|-1.0000|0.3566|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1211|AVGO|SHORT|2025-12-19 00:00:00|0.5080|334.485|O:AVGO260102P00335000|335.0000|2026-01-02 00:00:00|PUT|10|0.5080|9.08|0.5382|-92|-0.0920|-0.3717|-0.0920|-1.0000|0.3717|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1211|AVGO|SHORT|2025-12-19 00:00:00|0.5082|334.425|O:AVGO260102P00335000|335.0000|2026-01-02 00:00:00|PUT|10|0.5082|9.08|0.5382|-92|-0.0920|-0.3629|-0.0920|-1.0000|0.3629|0.0000|SUCCESS|
|AVGO_121925_EPCH4_1213|AVGO|SHORT|2025-12-19 00:00:00|0.5090|334.37|O:AVGO260102P00335000|335.0000|2026-01-02 00:00:00|PUT|10|0.5090|9.08|0.5382|-92|-0.0920|-0.3552|-0.0920|-1.0000|0.3552|0.0000|SUCCESS|
|AVGO_121925_EPCH3_1255|AVGO|LONG|2025-12-19 00:00:00|0.5385|337.29|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|11.13|0.5385|10|0.6597|-113|-0.1015|-0.3965|-0.1015|0.3579|-1.1078|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1256|AVGO|LONG|2025-12-19 00:00:00|0.5392|336.925|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|11|0.5392|10|0.6597|-100|-0.0909|-0.4024|-0.0909|0.5573|-0.7220|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1257|AVGO|LONG|2025-12-19 00:00:00|0.5398|337|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|11.23|0.5398|10|0.6597|-123|-0.1095|-0.4805|-0.1095|0.5117|-0.9389|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1257|AVGO|LONG|2025-12-19 00:00:00|0.5399|337.045|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.97|0.5399|10|0.6597|-97|-0.0884|-0.3724|-0.0884|0.4856|-0.7668|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1302|AVGO|LONG|2025-12-19 00:00:00|0.5430|337.03|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.97|0.5430|10|0.6597|-97|-0.0884|-0.3745|-0.0884|0.4942|-0.7578|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1315|AVGO|LONG|2025-12-19 00:00:00|0.5524|336.97|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.95|0.5524|10|0.6597|-95|-0.0868|-0.3755|-0.0868|0.5296|-0.7090|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1315|AVGO|LONG|2025-12-19 00:00:00|0.5526|336.975|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.95|0.5526|10|0.6597|-95|-0.0868|-0.3748|-0.0868|0.5266|-0.7116|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1319|AVGO|LONG|2025-12-19 00:00:00|0.5549|336.9402|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.95|0.5549|10|0.6597|-95|-0.0868|-0.3800|-0.0868|0.5479|-0.6935|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1319|AVGO|LONG|2025-12-19 00:00:00|0.5550|337.16|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.95|0.5550|10|0.6597|-95|-0.0868|-0.3493|-0.0868|0.4228|-0.8261|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1325|AVGO|LONG|2025-12-19 00:00:00|0.5590|337.17|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.95|0.5590|10|0.6597|-95|-0.0868|-0.3480|-0.0868|0.4176|-0.8333|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1332|AVGO|LONG|2025-12-19 00:00:00|0.5639|336.98|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.96|0.5639|10|0.6597|-96|-0.0876|-0.3780|-0.0876|0.5236|-0.7218|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1332|AVGO|LONG|2025-12-19 00:00:00|0.5641|337|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.96|0.5641|10|0.6597|-96|-0.0876|-0.3750|-0.0876|0.5117|-0.7328|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1332|AVGO|LONG|2025-12-19 00:00:00|0.5642|336.98|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.96|0.5642|10|0.6597|-96|-0.0876|-0.3780|-0.0876|0.5236|-0.7218|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1332|AVGO|LONG|2025-12-19 00:00:00|0.5644|336.975|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.96|0.5644|10|0.6597|-96|-0.0876|-0.3787|-0.0876|0.5266|-0.7191|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1334|AVGO|LONG|2025-12-19 00:00:00|0.5653|337.11|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.96|0.5653|10|0.6597|-96|-0.0876|-0.3596|-0.0876|0.4494|-0.8000|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1337|AVGO|LONG|2025-12-19 00:00:00|0.5675|336.93|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.7|0.5675|10|0.6597|-70|-0.0654|-0.2811|-0.0654|0.5542|-0.5072|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1338|AVGO|LONG|2025-12-19 00:00:00|0.5684|336.93|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.7|0.5684|10|0.6597|-70|-0.0654|-0.2811|-0.0654|0.5542|-0.5072|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1407|AVGO|LONG|2025-12-19 00:00:00|0.5882|336.945|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.5|0.5882|10|0.6597|-50|-0.0476|-0.1996|-0.0476|0.5449|-0.3663|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1407|AVGO|LONG|2025-12-19 00:00:00|0.5884|337.0164|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.6|0.5884|10|0.6597|-60|-0.0566|-0.2329|-0.0566|0.5021|-0.4638|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1502|AVGO|LONG|2025-12-19 00:00:00|0.6264|336.975|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.69|0.6264|10|0.6597|-69|-0.0645|-0.2722|-0.0645|0.5266|-0.5169|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1502|AVGO|LONG|2025-12-19 00:00:00|0.6267|336.985|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.69|0.6267|10|0.6597|-69|-0.0645|-0.2711|-0.0645|0.5206|-0.5208|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1503|AVGO|LONG|2025-12-19 00:00:00|0.6274|336.94|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|10.65|0.6274|10|0.6597|-65|-0.0610|-0.2600|-0.0610|0.5480|-0.4745|1.0000|SUCCESS|
|AVGO_121925_EPCH4_1514|AVGO|LONG|2025-12-19 00:00:00|0.6349|336.955|O:AVGO260102C00335000|335.0000|2026-01-02 00:00:00|CALL|11.11|0.6349|10|0.6597|-111|-0.0999|-0.4414|-0.0999|0.5388|-0.8192|1.0000|SUCCESS|
|CRM_121925_EPCH1_0930|CRM|LONG|2025-12-19 00:00:00|0.3962|261.57|O:CRM260102C00260000|260.0000|2026-01-02 00:00:00|CALL|5.5|0.3962|5.05|0.3993|-45|-0.0818|-0.2903|-0.0818|-1.0000|0.2903|0.0000|SUCCESS|
|CRM_121925_EPCH2_0931|CRM|LONG|2025-12-19 00:00:00|0.3970|261.54|O:CRM260102C00260000|260.0000|2026-01-02 00:00:00|CALL|5.5|0.3970|5.05|0.3993|-45|-0.0818|-0.2961|-0.0818|-1.0000|0.2961|0.0000|SUCCESS|
|CRM_121925_EPCH1_0933|CRM|SHORT|2025-12-19 00:00:00|0.3983|260.055|O:CRM260102P00262500|262.5000|2026-01-02 00:00:00|PUT|7.52|0.3983|7.52|0.4167|0|0.0000|0.0000|0.0000|3.0000|0.0000|1.0000|SUCCESS|
|CRM_121925_EPCH2_0935|CRM|SHORT|2025-12-19 00:00:00|0.3993|260.0625|O:CRM260102P00262500|262.5000|2026-01-02 00:00:00|PUT|7.52|0.3993|7.52|0.4167|0|0.0000|0.0000|0.0000|3.0000|0.0000|1.0000|SUCCESS|
|CRM_121925_EPCH2_0935|CRM|SHORT|2025-12-19 00:00:00|0.3998|259.92|O:CRM260102P00260000|260.0000|2026-01-02 00:00:00|PUT|4.55|0.3998|6|0.4514|145|0.3187|1.0985|0.3187|3.0000|0.3662|1.0000|SUCCESS|
|CRM_121925_EPCH2_0933|CRM|SHORT|2025-12-19 00:00:00|0.3984|259.6|O:CRM260102P00260000|260.0000|2026-01-02 00:00:00|PUT|4.55|0.3984|4.97|0.6597|42|0.0923|0.2561|0.0923|0.4573|0.5600|1.0000|SUCCESS|
|CRM_121925_EPCH2_0935|CRM|SHORT|2025-12-19 00:00:00|0.3995|259.67|O:CRM260102P00260000|260.0000|2026-01-02 00:00:00|PUT|4.55|0.3995|4.97|0.6597|42|0.0923|0.2675|0.0923|0.5223|0.5122|1.0000|SUCCESS|
|CRM_121925_EPCH2_0936|CRM|SHORT|2025-12-19 00:00:00|0.4002|259.76|O:CRM260102P00260000|260.0000|2026-01-02 00:00:00|PUT|4.55|0.4002|4.97|0.6597|42|0.0923|0.2838|0.0923|0.6149|0.4615|1.0000|SUCCESS|
|GOOGL_121925_EPCH2_0931|GOOGL|LONG|2025-12-19 00:00:00|0.3965|302.36|O:GOOGL260102C00300000|300.0000|2026-01-02 00:00:00|CALL|7.55|0.3965|7|0.3993|-55|-0.0728|-0.4231|-0.0728|-1.0000|0.4231|0.0000|SUCCESS|
|GOOGL_121925_EPCH2_0931|GOOGL|LONG|2025-12-19 00:00:00|0.3967|302.7|O:GOOGL260102C00302500|302.5000|2026-01-02 00:00:00|CALL|6.28|0.3967|5.93|0.3993|-35|-0.0557|-0.2134|-0.0557|-1.0000|0.2134|0.0000|SUCCESS|
|GOOGL_121925_EPCH2_0931|GOOGL|LONG|2025-12-19 00:00:00|0.3969|302.2953|O:GOOGL260102C00300000|300.0000|2026-01-02 00:00:00|CALL|7.7|0.3969|7|0.3993|-70|-0.0909|-0.5667|-0.0909|-1.0000|0.5667|0.0000|SUCCESS|
|GOOGL_121925_EPCH2_0931|GOOGL|LONG|2025-12-19 00:00:00|0.3970|302.45|O:GOOGL260102C00300000|300.0000|2026-01-02 00:00:00|CALL|7.6|0.3970|7|0.3993|-60|-0.0789|-0.4317|-0.0789|-1.0000|0.4317|0.0000|SUCCESS|
|GOOGL_121925_EPCH2_0932|GOOGL|LONG|2025-12-19 00:00:00|0.3976|302.4|O:GOOGL260102C00300000|300.0000|2026-01-02 00:00:00|CALL|7.45|0.3976|7|0.3993|-45|-0.0604|-0.3358|-0.0604|-1.0000|0.3358|0.0000|SUCCESS|
|GOOGL_121925_EPCH1_0938|GOOGL|SHORT|2025-12-19 00:00:00|0.4014|301.085|O:GOOGL260102P00302500|302.5000|2026-01-02 00:00:00|PUT|5.5|0.4014|5.5|0.4028|0|0.0000|0.0000|0.0000|-1.0000|0.0000|0.0000|SUCCESS|
|GOOGL_121925_EPCH1_0939|GOOGL|LONG|2025-12-19 00:00:00|0.4021|302.7258|O:GOOGL260102C00302500|302.5000|2026-01-02 00:00:00|CALL|6.35|0.4021|7.2|0.6597|85|0.1339|0.5103|0.1339|1.7794|0.2868|1.0000|SUCCESS|
